customerID,tenure,Contract,InternetService,MonthlyCharges,TotalCharges,OnlineSecurity,TechSupport,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,Churn,service_count,tenure_cohort,contract_risk
668,33,Month-to-month,DSL,47.37232195154265,3202.91020317219,Yes,Yes,No,Yes,Yes,No,No,4,24mo+,3.0
669,54,1 year,Fiber optic,105.84432704898626,7635.642864023888,No,Yes,No,Yes,No,Yes,No,3,24mo+,1.5
670,22,Month-to-month,DSL,119.63526303038476,5808.19964660546,Yes,No,No,No,Yes,Yes,No,3,12-24mo,3.0
671,40,Month-to-month,DSL,22.058418599031032,3453.909656049735,No,Yes,No,No,Yes,Yes,Yes,3,24mo+,3.0
672,17,1 year,Cable,112.68694693906524,4844.360228039163,Yes,Yes,Yes,Yes,Yes,No,No,5,12-24mo,0.0
673,13,1 year,DSL,44.00990923080415,7151.301313731218,Yes,No,Yes,No,Yes,No,No,3,12-24mo,0.0
674,17,1 year,DSL,20.361553008859406,7580.312124965527,No,Yes,No,No,No,No,Yes,1,12-24mo,0.0
675,54,2 year,DSL,29.372696452271988,7692.727870343182,Yes,Yes,Yes,Yes,No,Yes,No,5,24mo+,0.0
676,63,2 year,Cable,114.61601831427409,6892.268461133035,Yes,No,Yes,No,No,Yes,Yes,3,24mo+,0.0
677,13,Month-to-month,Cable,98.48565318748008,4998.108456343742,No,No,No,Yes,No,No,No,1,12-24mo,3.0
678,54,1 year,Cable,83.37742835916133,4836.804489515593,No,Yes,Yes,Yes,Yes,No,No,4,24mo+,0.0
679,51,2 year,Cable,33.79289264944471,773.2188657760369,Yes,No,Yes,Yes,Yes,Yes,Yes,5,24mo+,0.0
680,15,1 year,DSL,74.29101407206905,1231.432679222718,Yes,Yes,No,No,Yes,Yes,Yes,4,12-24mo,0.0
681,27,Month-to-month,Fiber optic,43.11404217547174,5498.38565296915,Yes,No,No,No,No,No,No,1,24mo+,4.5
682,61,2 year,Cable,29.022890792622984,1684.2815586259094,No,Yes,No,Yes,Yes,No,No,3,24mo+,0.0
683,9,2 year,Cable,74.58857012137202,2938.405703342861,Yes,No,No,No,No,No,No,1,6-12mo,0.0
684,4,1 year,Fiber optic,95.92305009338422,3114.1560255387517,No,No,Yes,No,No,Yes,No,2,3-6mo,1.5
685,9,Month-to-month,DSL,62.59056093358271,5080.1825429434075,No,No,Yes,No,Yes,No,No,2,6-12mo,3.0
686,37,Month-to-month,DSL,56.66557636797523,2485.09050483494,Yes,No,No,Yes,Yes,Yes,No,4,24mo+,3.0
687,62,1 year,Fiber optic,87.67283714136471,2719.7224308313803,Yes,No,Yes,Yes,No,Yes,No,4,24mo+,1.5
688,13,2 year,Fiber optic,58.6872519939691,7833.3378587066145,Yes,No,Yes,Yes,No,Yes,No,4,12-24mo,1.5
689,25,Month-to-month,Fiber optic,78.96648627359727,7772.6720338680625,No,Yes,No,No,Yes,Yes,No,3,24mo+,4.5
690,9,Month-to-month,DSL,28.43194774028647,4379.946590705875,Yes,Yes,Yes,Yes,No,Yes,No,5,6-12mo,3.0
691,44,1 year,Fiber optic,32.80178025752724,3961.207864112305,Yes,No,No,Yes,No,No,No,2,24mo+,1.5
692,1,2 year,Cable,32.144215981967456,633.7120167044532,Yes,Yes,No,No,No,No,No,2,0-1mo,0.0
693,53,Month-to-month,Cable,28.00585941257857,7912.14727027044,No,No,Yes,No,No,No,No,1,24mo+,3.0
694,15,Month-to-month,DSL,49.63813310011344,7677.505791048589,Yes,Yes,No,Yes,No,No,No,3,12-24mo,3.0
695,10,1 year,Cable,86.78016629915324,5947.165967409193,Yes,No,No,Yes,Yes,No,No,3,6-12mo,0.0
696,59,2 year,Cable,62.51590509800173,785.5489275488336,No,Yes,Yes,No,No,Yes,No,3,24mo+,0.0
697,36,1 year,Cable,24.030912692877088,121.23394915482544,Yes,Yes,Yes,No,Yes,Yes,No,5,24mo+,0.0
698,5,2 year,Cable,73.13587972367615,2220.7254386513905,No,Yes,Yes,Yes,Yes,No,No,4,3-6mo,0.0
699,11,1 year,DSL,21.468844685104077,2260.9070354131804,Yes,Yes,Yes,Yes,No,No,No,4,6-12mo,0.0
700,53,1 year,DSL,39.558753329719835,5170.00590665105,No,No,Yes,Yes,Yes,No,No,3,24mo+,0.0
701,5,Month-to-month,DSL,57.23705105339167,2786.7478544207947,Yes,No,No,Yes,Yes,No,No,3,3-6mo,3.0
702,31,Month-to-month,Fiber optic,102.65165790965814,7345.035434786602,No,No,No,No,No,No,No,0,24mo+,4.5
703,20,1 year,Fiber optic,52.09063709465541,6460.36229421284,No,Yes,No,No,Yes,Yes,No,3,12-24mo,1.5
704,12,Month-to-month,Fiber optic,32.14918520600482,5814.5885804194,No,No,No,Yes,Yes,No,No,2,6-12mo,4.5
705,56,1 year,DSL,76.4906498399627,3783.017906606312,Yes,Yes,No,No,Yes,No,Yes,3,24mo+,0.0
706,10,2 year,Fiber optic,49.85050283975782,7116.439311745985,No,Yes,No,No,No,No,No,1,6-12mo,1.5
707,70,Month-to-month,Fiber optic,112.14064409336947,547.3983641145913,No,No,Yes,No,No,Yes,No,2,24mo+,4.5
708,68,2 year,Cable,117.08262102819364,1064.072993355447,No,Yes,Yes,No,No,Yes,Yes,3,24mo+,0.0
709,25,1 year,Fiber optic,108.06649987459106,127.34777015951614,No,Yes,Yes,No,No,Yes,No,3,24mo+,1.5
710,56,2 year,Fiber optic,88.47423092489962,7410.025728387665,No,No,No,Yes,Yes,No,Yes,2,24mo+,1.5
711,16,2 year,Cable,60.66208375072515,7909.531000997018,No,Yes,Yes,Yes,Yes,Yes,Yes,5,12-24mo,0.0
712,59,1 year,Fiber optic,88.07896716361928,3221.672375687799,Yes,Yes,Yes,No,No,No,No,3,24mo+,1.5
713,63,1 year,Fiber optic,50.6543536407717,467.7402650252893,Yes,No,No,No,No,No,Yes,1,24mo+,1.5
714,24,Month-to-month,Cable,101.0163925475942,7032.865933571474,No,No,Yes,Yes,Yes,No,No,3,12-24mo,3.0
715,11,1 year,Fiber optic,66.50974392410993,7514.644142444281,Yes,No,No,Yes,Yes,No,No,3,6-12mo,1.5
716,54,Month-to-month,Cable,112.72541811573316,7678.854448841988,No,Yes,No,Yes,Yes,No,No,3,24mo+,3.0
717,20,1 year,Cable,88.96410984515384,5451.10791706645,Yes,Yes,No,No,No,No,No,2,12-24mo,0.0
718,65,Month-to-month,DSL,36.208313352744575,6425.994363717094,Yes,Yes,Yes,No,Yes,No,No,4,24mo+,3.0
719,65,Month-to-month,Cable,26.4356377541257,7412.587710565947,No,Yes,Yes,No,No,Yes,No,3,24mo+,3.0
720,10,1 year,DSL,94.71427561102496,517.357528448768,No,Yes,Yes,Yes,Yes,No,No,4,6-12mo,0.0
721,44,2 year,DSL,95.02905002262524,467.1829484110629,Yes,Yes,No,No,Yes,Yes,No,4,24mo+,0.0
722,56,2 year,Cable,67.92460892641093,1113.131176828256,Yes,Yes,No,No,Yes,No,Yes,3,24mo+,0.0
723,50,Month-to-month,Fiber optic,98.83801691841866,2344.9753136673576,Yes,No,Yes,Yes,No,No,No,3,24mo+,4.5
724,50,2 year,Cable,113.33747193086216,7008.856225968195,Yes,Yes,No,No,Yes,No,No,3,24mo+,0.0
725,14,Month-to-month,Fiber optic,99.76201886772752,4263.331509183483,Yes,No,No,Yes,No,No,No,2,12-24mo,4.5
726,69,1 year,DSL,80.64989924159961,1846.661211639196,No,Yes,Yes,Yes,No,Yes,No,4,24mo+,0.0
727,4,Month-to-month,DSL,21.50039045290995,3148.7757513971624,No,No,No,No,No,No,No,0,3-6mo,3.0
728,62,2 year,DSL,41.82692226674449,4513.32414347017,Yes,No,Yes,No,Yes,Yes,No,4,24mo+,0.0
729,33,Month-to-month,Cable,102.03282313064292,4154.054535690161,No,Yes,Yes,Yes,No,No,No,3,24mo+,3.0
730,24,Month-to-month,Fiber optic,85.9172423121068,2628.195262843348,Yes,No,No,No,Yes,Yes,Yes,3,12-24mo,4.5
731,25,2 year,Fiber optic,75.45264860530884,5725.753192241558,No,Yes,Yes,Yes,No,No,No,3,24mo+,1.5
732,32,1 year,DSL,31.943966517162117,5019.9321357312165,Yes,No,No,Yes,No,Yes,Yes,3,24mo+,0.0
733,69,Month-to-month,Cable,81.4532285776933,2381.832133119303,Yes,Yes,No,Yes,No,No,No,3,24mo+,3.0
734,46,1 year,DSL,29.903637816237488,6612.578307959496,Yes,Yes,No,Yes,Yes,Yes,No,5,24mo+,0.0
735,39,2 year,Fiber optic,33.15416908615366,4871.525930255341,No,Yes,Yes,Yes,Yes,No,No,4,24mo+,1.5
736,39,2 year,DSL,77.38752736543114,4785.869535304361,Yes,Yes,No,No,No,No,No,2,24mo+,0.0
737,28,1 year,Fiber optic,41.781244209631254,5050.598830830572,Yes,Yes,Yes,Yes,No,No,No,4,24mo+,1.5
738,19,2 year,DSL,107.77235014811257,5197.6370005226545,Yes,Yes,No,Yes,Yes,No,No,4,12-24mo,0.0
739,7,Month-to-month,Cable,109.03558534515405,5707.87475136842,Yes,No,No,Yes,Yes,No,No,3,6-12mo,3.0
740,52,Month-to-month,DSL,71.95128290421681,7540.835232854723,No,No,Yes,No,Yes,No,No,2,24mo+,3.0
741,36,Month-to-month,DSL,119.62590750409748,385.5884275340758,Yes,No,Yes,No,No,Yes,No,3,24mo+,3.0
742,41,2 year,Fiber optic,38.43564057982208,2660.571859004091,No,Yes,Yes,No,Yes,No,No,3,24mo+,1.5
743,3,2 year,DSL,77.4027004366027,2476.269437217665,No,No,Yes,No,No,Yes,No,2,1-3mo,0.0
744,61,1 year,Cable,33.319064609153266,3535.102194060678,Yes,No,Yes,Yes,Yes,Yes,No,5,24mo+,0.0
745,60,1 year,Fiber optic,103.55216858969008,3039.1675137663938,Yes,No,No,No,Yes,Yes,Yes,3,24mo+,1.5
746,46,2 year,Cable,109.1880799732078,1593.4401031153438,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,24mo+,0.0
747,37,2 year,Fiber optic,79.43851197764161,582.8215310609903,No,Yes,Yes,No,Yes,No,No,3,24mo+,1.5
748,39,2 year,DSL,40.31633821045651,7822.715532011174,Yes,No,No,Yes,Yes,No,Yes,3,24mo+,0.0
749,29,1 year,Cable,84.53962694870373,2612.1749435877114,No,No,No,No,Yes,No,No,1,24mo+,0.0
750,31,2 year,Cable,30.54819036010589,6882.918287187098,No,Yes,Yes,Yes,No,Yes,No,4,24mo+,0.0
751,15,1 year,DSL,24.498072800389565,4331.029900702794,Yes,Yes,No,No,Yes,Yes,No,4,12-24mo,0.0
752,20,2 year,Fiber optic,76.17804336181487,1605.8420617517124,Yes,Yes,No,No,Yes,Yes,Yes,4,12-24mo,1.5
753,3,2 year,Cable,67.50020775966993,514.3476741122386,No,No,Yes,No,Yes,No,No,2,1-3mo,0.0
754,39,Month-to-month,Fiber optic,64.42268431846969,4228.834259828217,Yes,Yes,No,No,Yes,Yes,No,4,24mo+,4.5
755,33,1 year,Fiber optic,22.514007271879247,3630.0384631531942,Yes,No,Yes,No,Yes,No,No,3,24mo+,1.5
756,3,2 year,Cable,88.37093471383552,4197.743546499037,Yes,Yes,No,No,No,Yes,No,3,1-3mo,0.0
757,65,Month-to-month,DSL,101.27413598046728,3569.963113769056,Yes,Yes,Yes,No,No,Yes,Yes,4,24mo+,3.0
758,34,1 year,Fiber optic,78.39193373361279,6345.139196314393,No,Yes,Yes,Yes,No,Yes,No,4,24mo+,1.5
759,53,1 year,Fiber optic,83.79793572026995,2741.8311489524267,Yes,No,No,No,No,Yes,No,2,24mo+,1.5
760,33,2 year,Fiber optic,68.610625456391,6337.895855200419,No,Yes,No,No,No,No,No,1,24mo+,1.5
761,22,2 year,Cable,40.08378808293764,6662.08638842765,No,No,No,No,No,Yes,No,1,12-24mo,0.0
762,64,2 year,DSL,108.8717961819675,2308.7670553394305,No,Yes,No,Yes,No,No,No,2,24mo+,0.0
763,69,2 year,DSL,116.89747197220886,3437.4673697020817,Yes,Yes,No,Yes,No,Yes,No,4,24mo+,0.0
764,2,1 year,Cable,92.83104815107264,762.6666763824019,No,No,Yes,Yes,Yes,No,Yes,3,1-3mo,0.0
765,34,Month-to-month,Cable,117.84239408073252,4715.166601097906,No,Yes,Yes,Yes,Yes,No,No,4,24mo+,3.0
766,69,Month-to-month,DSL,65.77373545570694,7706.993673168509,No,Yes,Yes,Yes,No,Yes,No,4,24mo+,3.0
767,60,1 year,DSL,89.6436629907517,147.52361825986455,Yes,Yes,Yes,No,No,Yes,No,4,24mo+,0.0
768,48,1 year,Cable,89.3457389277368,5590.778365637026,No,No,Yes,No,Yes,No,Yes,2,24mo+,0.0
769,60,1 year,Cable,81.554520615967,5831.483135262829,No,No,Yes,Yes,Yes,Yes,No,4,24mo+,0.0
770,8,2 year,DSL,88.56250664093012,6403.274742185128,Yes,Yes,No,Yes,No,No,No,3,6-12mo,0.0
771,29,Month-to-month,Fiber optic,40.403798095964945,3140.659274650816,Yes,Yes,Yes,Yes,No,Yes,No,5,24mo+,4.5
772,32,1 year,Cable,25.5663370771712,3947.8619863198114,Yes,No,Yes,Yes,No,Yes,Yes,4,24mo+,0.0
773,9,2 year,DSL,64.12368234415426,768.180127671968,Yes,Yes,Yes,Yes,Yes,No,No,5,6-12mo,0.0
774,57,1 year,DSL,112.104480998274,6168.7445294156805,Yes,Yes,No,Yes,Yes,No,Yes,4,24mo+,0.0
775,9,2 year,DSL,58.5305540778978,6966.7927302836215,Yes,Yes,Yes,No,Yes,Yes,Yes,5,6-12mo,0.0
776,33,Month-to-month,DSL,62.83026211611375,1747.774925708097,No,Yes,Yes,Yes,No,No,No,3,24mo+,3.0
777,25,2 year,Fiber optic,109.00121521827188,5439.532381927097,No,No,No,No,No,Yes,No,1,24mo+,1.5
778,23,Month-to-month,DSL,115.23100155020497,6330.11947802026,No,Yes,No,No,Yes,Yes,No,3,12-24mo,3.0
779,47,Month-to-month,Fiber optic,34.95629669170895,7680.244902564837,No,Yes,Yes,Yes,No,No,No,3,24mo+,4.5
780,20,2 year,Cable,57.357387739529024,5270.024648429261,Yes,Yes,No,No,Yes,Yes,Yes,4,12-24mo,0.0
781,23,Month-to-month,Fiber optic,63.44576160024584,4729.07736942042,Yes,No,No,Yes,No,No,No,2,12-24mo,4.5
782,3,1 year,Fiber optic,29.077324079180393,2029.258963904205,Yes,Yes,Yes,No,No,Yes,No,4,1-3mo,1.5
783,1,Month-to-month,DSL,40.96403160921594,3761.9389599623114,No,No,Yes,Yes,Yes,No,No,3,0-1mo,3.0
784,35,2 year,Cable,31.19174304331739,2699.465215456273,No,Yes,No,Yes,No,No,No,2,24mo+,0.0
785,68,1 year,DSL,41.58066620020443,2227.974959929992,No,No,No,Yes,No,No,No,1,24mo+,0.0
786,46,Month-to-month,Fiber optic,77.77908405845102,1122.3842699591933,Yes,Yes,No,Yes,No,No,No,3,24mo+,4.5
787,44,1 year,Fiber optic,58.26164667048142,5784.3501120677665,Yes,No,Yes,Yes,Yes,No,No,4,24mo+,1.5
788,47,2 year,Cable,112.8220858512167,1705.0450393128929,No,No,Yes,No,Yes,No,Yes,2,24mo+,0.0
789,65,Month-to-month,DSL,46.654905293933375,578.4986464991357,Yes,No,No,Yes,Yes,Yes,No,4,24mo+,3.0
790,31,1 year,DSL,64.44455508154725,1374.8475531311456,Yes,Yes,Yes,Yes,No,Yes,No,5,24mo+,0.0
791,31,1 year,Cable,63.73057596414513,4042.931100901873,No,No,No,No,Yes,Yes,No,2,24mo+,0.0
792,27,2 year,DSL,53.35007533678011,1307.3218051557844,Yes,Yes,Yes,No,No,Yes,No,4,24mo+,0.0
793,36,Month-to-month,Cable,65.91392813372843,4302.854514567421,No,No,No,No,Yes,No,No,1,24mo+,3.0
794,39,1 year,Fiber optic,52.66965216819651,2641.715072462095,Yes,No,Yes,Yes,Yes,Yes,Yes,5,24mo+,1.5
795,19,2 year,Cable,70.4897833915936,6133.257928018587,Yes,No,No,No,No,No,No,1,12-24mo,0.0
796,11,1 year,Fiber optic,83.04095984993236,2658.280354752407,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,6-12mo,1.5
797,62,Month-to-month,DSL,88.91070621832513,5266.0818798742985,Yes,Yes,No,Yes,Yes,Yes,No,5,24mo+,3.0
798,68,1 year,Fiber optic,111.96241827933802,1952.0276359566712,No,No,Yes,Yes,Yes,Yes,No,4,24mo+,1.5
799,70,Month-to-month,Cable,107.44554974522356,5057.365818637031,Yes,Yes,Yes,Yes,No,Yes,Yes,5,24mo+,3.0
800,47,1 year,Fiber optic,45.08387905501741,4312.269295013495,Yes,No,No,Yes,No,Yes,No,3,24mo+,1.5
801,11,1 year,Cable,56.78195002597827,6306.614226626944,Yes,No,Yes,No,Yes,Yes,No,4,6-12mo,0.0
802,69,1 year,Cable,117.59878256759664,5705.217710878608,No,No,No,Yes,No,Yes,Yes,2,24mo+,0.0
803,64,1 year,DSL,107.13223406327955,2961.951451720191,Yes,No,Yes,No,Yes,No,Yes,3,24mo+,0.0
804,47,1 year,Cable,106.0331719610616,1065.0867094350212,Yes,No,Yes,Yes,Yes,Yes,Yes,5,24mo+,0.0
805,16,1 year,Cable,108.45259389562256,947.7502687057904,Yes,Yes,Yes,No,Yes,No,No,4,12-24mo,0.0
806,58,Month-to-month,Cable,78.4896703646443,6361.65598039228,Yes,Yes,No,Yes,Yes,Yes,No,5,24mo+,3.0
807,63,Month-to-month,Cable,66.4536036508393,4882.515763921817,No,Yes,No,Yes,No,Yes,No,3,24mo+,3.0
808,31,Month-to-month,Fiber optic,71.87911084846148,6068.919252330452,No,Yes,Yes,No,Yes,Yes,Yes,4,24mo+,4.5
809,20,1 year,DSL,119.98007972770785,4497.392022181455,No,Yes,No,Yes,Yes,No,No,3,12-24mo,0.0
810,54,1 year,DSL,86.28660419537017,961.922583654349,Yes,No,No,No,No,Yes,No,2,24mo+,0.0
811,39,1 year,Cable,69.40794427532464,2428.526935680942,Yes,Yes,Yes,Yes,No,Yes,No,5,24mo+,0.0
812,67,1 year,DSL,108.317057404166,7841.483029354454,Yes,No,No,Yes,Yes,No,Yes,3,24mo+,0.0
813,1,Month-to-month,DSL,53.06771902227034,4451.167763589352,No,Yes,No,No,Yes,No,No,2,0-1mo,3.0
814,64,1 year,DSL,109.6170899087118,5954.356332473926,No,No,No,No,No,No,No,0,24mo+,0.0
815,13,Month-to-month,Cable,52.107399739071774,491.7904293727413,No,No,Yes,No,No,No,No,1,12-24mo,3.0
816,39,Month-to-month,Fiber optic,75.20800967711008,2243.0880414380963,Yes,Yes,No,Yes,No,No,No,3,24mo+,4.5
817,22,Month-to-month,DSL,34.652330172703934,1147.7844738688448,Yes,No,Yes,No,Yes,Yes,No,4,12-24mo,3.0
818,66,2 year,Cable,37.02351538957291,4350.821413985643,No,Yes,No,Yes,No,Yes,Yes,3,24mo+,0.0
819,10,1 year,Cable,102.3278579775313,4149.932951341489,No,Yes,Yes,Yes,Yes,No,Yes,4,6-12mo,0.0
820,16,1 year,Fiber optic,85.10567826528188,1530.6606505440989,No,Yes,No,Yes,Yes,Yes,No,4,12-24mo,1.5
821,2,1 year,Cable,80.88405349772171,5649.667882045264,Yes,No,Yes,No,Yes,No,No,3,1-3mo,0.0
822,40,1 year,DSL,119.50125119133789,4988.598250570029,No,No,No,Yes,Yes,No,No,2,24mo+,0.0
823,1,2 year,DSL,87.6979633914014,1406.2811445137647,No,No,No,No,No,No,No,0,0-1mo,0.0
824,19,1 year,DSL,24.512352190862313,2656.026178039249,Yes,No,No,No,Yes,Yes,Yes,3,12-24mo,0.0
825,70,2 year,DSL,71.442550295809,1263.8344884322469,No,Yes,No,Yes,No,Yes,No,3,24mo+,0.0
826,5,2 year,Fiber optic,20.491238510073167,6095.959990967641,No,No,Yes,No,No,Yes,No,2,3-6mo,1.5
827,67,2 year,Fiber optic,111.16636968000556,3090.35548572535,No,No,Yes,Yes,No,Yes,No,3,24mo+,1.5
828,21,2 year,DSL,39.16650011667649,6812.04780441452,Yes,No,No,Yes,Yes,Yes,No,4,12-24mo,0.0
829,38,Month-to-month,Cable,111.38066156130556,6416.579211807297,No,Yes,Yes,Yes,Yes,Yes,Yes,5,24mo+,3.0
830,6,2 year,Fiber optic,49.905136953370494,7858.784001496202,No,No,No,Yes,No,Yes,No,2,3-6mo,1.5
831,54,Month-to-month,Cable,70.91320760236458,5188.665331605818,Yes,No,No,No,No,Yes,No,2,24mo+,3.0
832,12,1 year,Fiber optic,43.324678280158814,5737.1189257927335,Yes,No,No,No,Yes,No,Yes,2,6-12mo,1.5
833,66,1 year,DSL,54.74172413991641,2913.8780439139236,No,No,Yes,No,No,No,No,1,24mo+,0.0
834,71,Month-to-month,Fiber optic,52.70303914764621,6506.716205384297,Yes,Yes,No,Yes,Yes,No,No,4,24mo+,4.5
835,70,2 year,DSL,104.7828272327804,2699.3178666071085,Yes,Yes,Yes,Yes,No,Yes,No,5,24mo+,0.0
836,53,2 year,DSL,23.34765367742743,396.3208879818056,No,No,No,No,Yes,No,No,1,24mo+,0.0
837,61,2 year,Fiber optic,109.9611564042504,2846.300089852662,No,No,No,Yes,No,Yes,No,2,24mo+,1.5
838,41,2 year,Fiber optic,31.082442531694735,894.2957318951467,Yes,No,Yes,No,Yes,Yes,No,4,24mo+,1.5
839,69,Month-to-month,DSL,115.4117036430184,1222.5631780489186,No,Yes,No,Yes,Yes,No,Yes,3,24mo+,3.0
840,29,Month-to-month,DSL,61.285163550401215,3049.356929569757,No,Yes,No,No,No,No,Yes,1,24mo+,3.0
841,6,1 year,Cable,22.910380180878093,2112.6351806017756,No,No,No,Yes,Yes,No,No,2,3-6mo,0.0
842,46,2 year,Fiber optic,95.68938748928451,7265.741815708428,No,Yes,No,Yes,Yes,Yes,Yes,4,24mo+,1.5
843,25,1 year,Cable,114.80772908521672,4148.825676381229,No,No,No,No,No,No,No,0,24mo+,0.0
844,1,2 year,Fiber optic,41.64392773659414,5054.047704821183,No,No,Yes,No,Yes,Yes,Yes,3,0-1mo,1.5
845,71,2 year,Fiber optic,110.44510326265284,5963.175665203193,Yes,Yes,No,Yes,No,No,No,3,24mo+,1.5
846,3,Month-to-month,Cable,34.57040319649953,4782.767470343293,No,No,No,No,No,No,No,0,1-3mo,3.0
847,67,Month-to-month,Cable,92.97264852539185,5662.832687744243,No,Yes,Yes,No,No,Yes,No,3,24mo+,3.0
848,13,Month-to-month,DSL,87.89262302366976,1259.7840749865245,No,No,No,Yes,Yes,No,No,2,12-24mo,3.0
849,17,2 year,Fiber optic,47.653021787387246,1323.6502599568437,Yes,No,No,No,Yes,Yes,No,3,12-24mo,1.5
850,31,Month-to-month,DSL,54.369287618718424,6781.501486090786,No,Yes,Yes,No,Yes,Yes,No,4,24mo+,3.0
851,10,1 year,Cable,42.23194439320588,6296.032420767289,No,Yes,No,Yes,Yes,Yes,No,4,6-12mo,0.0
852,21,Month-to-month,Cable,110.83353130071136,7363.253821535287,Yes,No,Yes,Yes,No,Yes,No,4,12-24mo,3.0
853,66,2 year,Fiber optic,107.28406688580628,560.1427496164108,No,Yes,Yes,Yes,No,Yes,No,4,24mo+,1.5
854,43,Month-to-month,DSL,70.83186228627837,5701.8264703493305,No,No,No,Yes,Yes,Yes,No,3,24mo+,3.0
855,59,2 year,Cable,29.015188950802344,2459.886286449795,Yes,No,Yes,Yes,No,Yes,No,4,24mo+,0.0
856,25,2 year,Cable,27.996367923223435,5772.868084961597,Yes,Yes,Yes,Yes,Yes,No,Yes,5,24mo+,0.0
857,41,2 year,Fiber optic,92.9417166316318,2827.1126061792975,Yes,No,No,Yes,No,No,No,2,24mo+,1.5
858,31,2 year,DSL,84.2705922672095,5521.915148234003,No,No,No,No,No,No,No,0,24mo+,0.0
859,65,2 year,Fiber optic,51.02544848658214,2272.638919218831,No,No,No,No,No,Yes,No,1,24mo+,1.5
860,12,1 year,Fiber optic,92.59650458538476,6426.808332269597,Yes,Yes,Yes,No,No,Yes,Yes,4,6-12mo,1.5
861,46,Month-to-month,Cable,47.71473619707462,7451.413672368284,No,No,Yes,No,Yes,Yes,No,3,24mo+,3.0
862,67,2 year,Fiber optic,87.20264359038721,3894.588900642404,Yes,No,Yes,Yes,Yes,No,No,4,24mo+,1.5
863,35,Month-to-month,Fiber optic,115.95690438354202,549.5954935982758,Yes,Yes,No,Yes,No,Yes,No,4,24mo+,4.5
864,20,1 year,DSL,23.08178075906055,3318.843995661937,Yes,Yes,No,Yes,No,No,Yes,3,12-24mo,0.0
865,25,Month-to-month,Fiber optic,85.09770455938228,5779.7139585844525,No,No,No,No,Yes,Yes,No,2,24mo+,4.5
866,26,1 year,Fiber optic,78.76661528925521,3263.2708729581545,No,No,Yes,Yes,Yes,Yes,Yes,4,24mo+,1.5
867,48,Month-to-month,Fiber optic,39.00653643810472,6565.8660644587735,No,Yes,No,No,No,No,Yes,1,24mo+,4.5
868,58,Month-to-month,Fiber optic,30.178632735104053,1836.991596840695,No,Yes,Yes,Yes,Yes,Yes,No,5,24mo+,4.5
869,69,1 year,DSL,100.07467394485047,6094.741136311151,Yes,Yes,Yes,Yes,Yes,No,Yes,5,24mo+,0.0
870,10,1 year,Cable,110.4853334344084,3590.4026705566,No,No,Yes,No,Yes,No,No,2,6-12mo,0.0
871,20,Month-to-month,DSL,34.42015727739684,946.5449118399868,Yes,No,Yes,No,Yes,No,Yes,3,12-24mo,3.0
872,21,Month-to-month,DSL,53.136400470745706,234.19661535486836,No,No,Yes,No,Yes,No,No,2,12-24mo,3.0
873,5,2 year,Cable,91.62484591053656,6223.299591213383,Yes,No,Yes,No,Yes,No,No,3,3-6mo,0.0
874,54,Month-to-month,Cable,52.490062276085666,1563.2795548348586,No,No,No,No,Yes,No,No,1,24mo+,3.0
875,6,1 year,Fiber optic,50.52642984205818,3463.0002822805745,Yes,Yes,Yes,No,No,Yes,Yes,4,3-6mo,1.5
876,55,2 year,Cable,45.269993281855506,7496.970749959256,No,Yes,No,No,No,Yes,No,2,24mo+,0.0
877,46,2 year,DSL,113.29030523210288,6282.628724593476,No,No,No,Yes,No,Yes,Yes,2,24mo+,0.0
878,2,Month-to-month,DSL,113.58761960207532,6906.154644029325,No,No,No,Yes,Yes,Yes,No,3,1-3mo,3.0
879,55,2 year,Cable,102.3205130804707,7379.67749645196,Yes,No,No,No,Yes,Yes,No,3,24mo+,0.0
880,33,2 year,DSL,39.973927918511016,7493.690291346614,No,No,Yes,Yes,No,Yes,No,3,24mo+,0.0
881,48,1 year,DSL,93.25386542076532,2555.610443754967,Yes,No,No,Yes,No,No,No,2,24mo+,0.0
882,7,2 year,Fiber optic,38.234346108617174,5681.167876133656,No,No,No,Yes,Yes,Yes,No,3,6-12mo,1.5
883,42,2 year,Fiber optic,56.816045662186994,7418.4418659470275,No,Yes,No,Yes,No,Yes,No,3,24mo+,1.5
884,21,1 year,Cable,99.67801395999096,1074.7780729692695,Yes,Yes,Yes,Yes,No,No,No,4,12-24mo,0.0
885,52,1 year,Cable,85.63582186936588,6528.407025589118,Yes,Yes,Yes,Yes,No,No,Yes,4,24mo+,0.0
886,63,2 year,Cable,71.61147457585501,5357.995925065696,No,No,No,Yes,No,Yes,No,2,24mo+,0.0
887,68,2 year,Cable,108.61060705428906,584.5996778145536,Yes,Yes,Yes,No,No,Yes,Yes,4,24mo+,0.0
888,31,Month-to-month,Cable,76.52654699870389,1225.329985891161,No,Yes,No,Yes,No,Yes,No,3,24mo+,3.0
889,16,2 year,Fiber optic,44.613500699866464,4282.886276577025,Yes,Yes,No,No,Yes,No,No,3,12-24mo,1.5
890,18,2 year,Fiber optic,30.98927176567365,2400.284928521434,No,Yes,No,Yes,No,No,No,2,12-24mo,1.5
